id,name,owners,length,rfs_date,is_planned,notes,url,landing_points
natitua-sud,Natitua Sud,OPT French Polynesia,820 km,2023 August,False,,https://www.natitua.pf/,"Hitia'a, French Polynesia, Rurutu, French Polynesia, Tubuai, French Polynesia"
cogim,COGIM,Télébec,438 km,2005,False,,,"L'Anse-à-Beaufils, QC, Canada, Les Îles-de-la-Madeleine, QC, Canada"
au-aleutian,AU-Aleutian,GCI Communication Corp,"1,491 km",2022 December,False,,https://www.gci.com/,"Akutan, AK, United States, Chignik Bay, AK, United States, Chignik Lagoon, AK, United States, Chignik Lake, AK, United States, Cold Bay, AK, United States, False Pass, AK, United States, King Cove, AK, United States, Kodiak, AK, United States, Larsen Bay, AK, United States, Ouzinkie, AK, United States, Perryville, AK, United States, Port Lions, AK, United States, Sand Point, AK, United States, Unalaska, AK, United States"
au-aleutian,AU-Aleutian,GCI Communication Corp,"1,491 km",2022 December,False,,https://www.gci.com/,"Akutan, AK, United States, Chignik Bay, AK, United States, Chignik Lagoon, AK, United States, Chignik Lake, AK, United States, Cold Bay, AK, United States, False Pass, AK, United States, King Cove, AK, United States, Kodiak, AK, United States, Larsen Bay, AK, United States, Ouzinkie, AK, United States, Perryville, AK, United States, Port Lions, AK, United States, Sand Point, AK, United States, Unalaska, AK, United States"
sealink,SEALink,Alaska Power & Telephone Company Wireless (APTW),345 km,2023 Q1,False,,https://www.aptalaska.com/,"Coffman Cove, AK, United States, Lena Point, AK, United States, Petersburg, AK, United States"
colombian-festoon,Colombian Festoon,,400 km,1997,False,,,"Cartagena, Colombia, Parque Isla de Salamanca, Colombia, Puerto Colombia, Colombia, Santa Marta, Colombia, Tolu, Colombia"
iris,IRIS,Farice,"1,770 km",2023 March,False,,http://www.farice.is,"Thorlakshofn, Iceland, Galway, Ireland"
amitie,Amitie,"EXA Infrastructure, Meta, Microsoft, Orange, Vodafone","6,792 km",2023 July,False,,,"Le Porge, France, Bude, United Kingdom, Lynn, MA, United States"
gulf-of-mexico-fiber-optic-network,Gulf of Mexico Fiber Optic Network,Tampnet,"1,200 km",2008,False,,https://www.tampnet.com/,"Freeport, TX, United States, Pascagoula, MS, United States"
havsil,Havsil,Bulk Infrastructure,120 km,2022 March,False,,http://bulkinfrastructure.com/,"Hanstholm, Denmark, Kristiansand, Norway"
grace-hopper,Grace Hopper,Google,"7,191 km",2022 September,False,,https://cloud.google.com,"Bilbao, Spain, Bude, United Kingdom, Bellport, NY, United States"
asia-direct-cable-adc,Asia Direct Cable (ADC),"China Telecom, China Unicom, National Telecom, PLDT, Singtel, Softbank, Tata Communications, Viettel Corporation","9,988 km",2024 December,False,,,"Chung Hom Kok, China, Shantou, China, Maruyama, Japan, Batangas, Philippines, Tuas, Singapore, Sriracha, Thailand, Quy Nhon, Vietnam"
eaufon-3,EAUFON 3,Tamaani Internet,900 km,2027,True,,,"Aupaluk, QC, Canada, Kangiqsualujjuaq, QC, Canada, Kangiqsujuaq, QC, Canada, Kangirsuk, QC, Canada, Kuujjuaq, QC, Canada, Quaqtaq, QC, Canada, Tasiujaq, QC, Canada"
eaufon-2,EAUFON 2,Tamaani Internet,675 km,2024 February,False,,,"Akulivik, QC, Canada, Deception, QC, Canada, Ivujivik, QC, Canada, Kangiqsujuaq, QC, Canada, Puvirnituq, QC, Canada, Salluit, QC, Canada"
eaufon-1,EAUFON 1,Tamaani Internet,"1,175 km",2022 Q1,False,,http://krg.ca/,"Chisasibi, QC, Canada, Inukjuak, QC, Canada, Kuujjuarapik, QC, Canada, Puvirnituq, QC, Canada, Umiujaq, QC, Canada"
2africa,2Africa,"Bayobab, China Mobile, Meta, Orange, Telecom Egypt, Vodafone, WIOCC, center3","45,000 km",2024,False,,https://www.2africacable.net/,"Luanda, Angola, Manama, Bahrain, Moroni, Comoros, Muanda, Congo, Dem. Rep., Pointe-Noire, Congo, Rep., Abidjan, Côte d'Ivoire, Djibouti City, Djibouti, Port Said, Egypt, Ras Ghareb, Egypt, Suez, Egypt, Zafarana, Egypt, Marseille, France, Libreville, Gabon, Accra, Ghana, Tympaki, Greece, Mumbai, India, Al Faw, Iraq, Genoa, Italy, Mombasa, Kenya, Mtwapa, Kenya, Kuwait City, Kuwait, Mahajanga, Madagascar, Maputo, Mozambique, Nacala, Mozambique, Kwa Ibo, Nigeria, Lagos, Nigeria, Barka, Oman, Salalah, Oman, Karachi, Pakistan, Carcavelos, Portugal, Doha, Qatar, Al Khobar, Saudi Arabia, Duba, Saudi Arabia, Jeddah, Saudi Arabia, Yanbu, Saudi Arabia, Dakar, Senegal, Carana, Seychelles, Berbera, Somalia, Mogadishu, Somalia, Amanzimtoti, South Africa, Duynefontein, South Africa, Gqeberha, South Africa, Yzerfontein, South Africa, Barcelona, Spain, Gran Canaria, Canary Islands, Spain, Port Sudan, Sudan, Dar Es Salaam, Tanzania, Abu Dhabi, United Arab Emirates, Kalba, United Arab Emirates, Bude, United Kingdom"
2africa,2Africa,"Bayobab, China Mobile, Meta, Orange, Telecom Egypt, Vodafone, WIOCC, center3","45,000 km",2024,False,,https://www.2africacable.net/,"Luanda, Angola, Manama, Bahrain, Moroni, Comoros, Muanda, Congo, Dem. Rep., Pointe-Noire, Congo, Rep., Abidjan, Côte d'Ivoire, Djibouti City, Djibouti, Port Said, Egypt, Ras Ghareb, Egypt, Suez, Egypt, Zafarana, Egypt, Marseille, France, Libreville, Gabon, Accra, Ghana, Tympaki, Greece, Mumbai, India, Al Faw, Iraq, Genoa, Italy, Mombasa, Kenya, Mtwapa, Kenya, Kuwait City, Kuwait, Mahajanga, Madagascar, Maputo, Mozambique, Nacala, Mozambique, Kwa Ibo, Nigeria, Lagos, Nigeria, Barka, Oman, Salalah, Oman, Karachi, Pakistan, Carcavelos, Portugal, Doha, Qatar, Al Khobar, Saudi Arabia, Duba, Saudi Arabia, Jeddah, Saudi Arabia, Yanbu, Saudi Arabia, Dakar, Senegal, Carana, Seychelles, Berbera, Somalia, Mogadishu, Somalia, Amanzimtoti, South Africa, Duynefontein, South Africa, Gqeberha, South Africa, Yzerfontein, South Africa, Barcelona, Spain, Gran Canaria, Canary Islands, Spain, Port Sudan, Sudan, Dar Es Salaam, Tanzania, Abu Dhabi, United Arab Emirates, Kalba, United Arab Emirates, Bude, United Kingdom"
sir-abu-nuayr-cable,Sir Abu Nu’ayr Cable,e&,84 km,2018,False,,https://www.etisalat.ae/,"Sharjah, United Arab Emirates, Sir Abu Nu'Ayr Island, United Arab Emirates"
senegal-horn-of-africa-regional-express-share-cable,Senegal Horn of Africa Regional Express (SHARE) Cable,Sénégal Numérique SA,720 km,2023 Q3,False,,https://senegalnumeriquesa.sn/,"Praia, Cape Verde, Dakar, Senegal"
gondwana-2picot-2,Gondwana-2/Picot-2,OPT,"1,515 km",2022 August,False,,https://www.opt.nc/,"Suva, Fiji, Mont-Dore, New Caledonia, Noumea, New Caledonia, Tadine, New Caledonia, Vao, New Caledonia, We, New Caledonia, Yate, New Caledonia"
java-kalimantan-sulawesi-jakasusi,Java-Kalimantan-Sulawesi (JAKASUSI),Indosat Ooredoo,"1,100 km",2006,False,,https://indosatooredoo.com/,"Aeng Batu Batu, Indonesia, Banyu Urip, Indonesia, Takesung, Indonesia"
ixchel,Ixchel,Telmex,20 km,2007 August,False,,https://telmex.com/,"Isla de Cozumel, Mexico, Playa del Carmen, Mexico"
dos-continentes-l-ll,DOS CONTINENTES l & ll,GTD España,95 km,2020 March,False,,http://www.gtdespana.com/,"La Línea, Spain, Playa de Benitez, Spain, Playa de la Ribera, Spain, Tarifa, Spain"
crosschannel-fibre,CrossChannel Fibre,Crosslake Fibre,149 km,2021 December,False,,http://www.crosslakefibre.ca,"Veules-les-Roses, France, Brighton, United Kingdom"
x-link-submarine-cable,X-Link Submarine Cable,E-Networks Inc.,775 km,2019 December,False,The Grenada-Guyana and Guyana-Suriname segments are planned.,https://www.enetworks.gy/,"Pegwell, Barbados, Georgetown, Guyana"
maldives-sri-lanka-cable-msc,Maldives Sri Lanka Cable (MSC),"Dhiraagu, Dialog Axiata, Ooredoo Maldives",863 km,2021 February,False,,,"Hulhumale, Maldives, Mt. Lavinia, Sri Lanka"
eviny-digital,Eviny Digital,Lyse Tele AS,210 km,2020 Q2,False,,https://www.lyse.no/,"Bergen, Norway, Kårstø, Norway, Stavanger, Norway"
tokelau-submarine-cable,Tokelau Submarine Cable,Teletok,250 km,2023 August,False,,https://www.teletokco.tk,"Atafu, Tokelau, Fakaofo, Tokelau, Nukunonu, Tokelau"
mist,MIST,Orient Link,"8,100 km",2024 December,False,,https://orient-link.com/home/,"Chennai, India, Mumbai, India, Morib, Malaysia, Tuas, Singapore, Satun, Thailand"
la-gomera-el-hierro,La Gomera-El Hierro,Telefonica,,,False,,,"San Sebastian de la Gomera, Canary Islands, Spain, Valverde, Canary Islands, Spain"
tegopa,TEGOPA,Telefonica,222 km,1994,False,,,"Granadilla de Abona, Spain, San Sebastian de la Gomera, Canary Islands, Spain, Santa Cruz de La Palma, Canary Islands, Spain"
tenerife-la-palma,Tenerife-La Palma,Telefonica,,,False,,,"Los Realejos, Canary Islands, Spain, Santa Cruz de La Palma, Canary Islands, Spain"
tenerife-gran-canaria,Tenerife-Gran Canaria,Telefonica,110 km,1999,False,,,"El Médano, Canary Islands, Spain, Sardina, Canary Islands, Spain"
candalta,CANDALTA,Telefonica,110 km,1999,False,,,"Alta Vista, Canary Islands, Spain, Candelaria, Canary Islands, Spain"
transcan-2,TRANSCAN-2,Telefonica,238 km,1990,False,,,"Aguimes, Canary Islands, Spain, Arrecife, Canary Islands, Spain, Morrojable, Canary Islands, Spain, Puerto del Rosario, Canary Islands, Spain"
converge-domestic-submarine-cable-network-cdscn,Converge Domestic Submarine Cable Network (CDSCN),Converge ICT,"1,300 km",2021 Q4,False,,https://www.convergeict.com,"Baclayon, Philippines, Bacong, Philippines, Bogo, Philippines, Boracay, Philippines, Buenavista, Philippines, Cagayan de Oro, Philippines, Coron, Philippines, Leganes, Philippines, Masbate City, Philippines, Milagros, Philippines, Naga, Philippines, Ormoc, Philippines, Pasacao, Philippines, Roxas City, Philippines, Roxas, Philippines, San Carlos, Philippines, San Juan, Philippines, San Remigio, Philippines, Tagbilaran, Philippines, Talisay City, Philippines, Taytay, Philippines, Toledo, Philippines"
guadeloupe-cable-des-iles-du-sud-gcis,Guadeloupe Cable des Iles du Sud (GCIS),Regional Councel of Guadeloupe,118 km,2020,False,,https://www.regionguadeloupe.fr/accueil/#_,"Beausejour, Guadeloupe, Capesterre-Belle-Eau, Guadeloupe, Saint-François, Guadeloupe, Saint-Louis, Guadeloupe, Terre-de-Haut, Guadeloupe"
rockabill,Rockabill,euNetworks,221 km,2019 November,False,,http://www.eunetworks.com,"Portrane, Ireland, Southport, United Kingdom"
oman-australia-cable-oac,Oman Australia Cable (OAC),SUBCO,"11,000 km",2022 October,False,,https://sub.co/,"Perth, WA, Australia, Diego Garcia, British Indian Ocean Territory, West Island, Cocos (Keeling) Islands, Barka, Oman, Salalah, Oman"
oman-australia-cable-oac,Oman Australia Cable (OAC),SUBCO,"11,000 km",2022 October,False,,https://sub.co/,"Perth, WA, Australia, Diego Garcia, British Indian Ocean Territory, West Island, Cocos (Keeling) Islands, Barka, Oman, Salalah, Oman"
tanjung-pandan-sungai-kakap,Tanjung Pandan-Sungai Kakap,Moratelindo,348 km,2019 Q4,False,,http://www.moratelindo.co.id,"Sungai Kakap, Indonesia, Tanjung Pandan, Indonesia"
hainan-to-hong-kong-express-h2he,Hainan to Hong Kong Express (H2HE),China Mobile,675 km,2021 September,False,,https://www.chinamobileltd.com/en/global/home.php,"Chung Hom Kok, China, Wenchang, China, Zhuhai, China"
ketchcan1-submarine-fiber-cable-system,KetchCan1 Submarine Fiber Cable System,Ketchican Public Utilities,167 km,2020 November,False,,https://www.kputel.com/,"Prince Rupert, BC, Canada, Ketchikan, AK, United States"
equiano,Equiano,Google,"15,000 km",2023 February,False,,https://cloud.google.com,"Swakopmund, Namibia, Lagos, Nigeria, Sesimbra, Portugal, Rupert's Bay, Saint Helena, Ascension and Tristan da Cunha, Melkbosstrand, South Africa, Lome, Togo"
south-pacific-cable-system-spcsmistral,South Pacific Cable System (SPCS)/Mistral,"América Móvil (Claro), Telxius","7,300 km",2021 August,False,,,"Arica, Chile, Valparaíso, Chile, Salinas, Ecuador, Puerto San Jose, Guatemala, Lurin, Peru"
n0r5ke-viking,N0r5ke Viking,NOR5KE Fibre AS,810 km,2022 December,False,,https://www.n0r5kefibre.com/,"Andalsnes, Norway, Bergen, Norway, Brekstad, Norway, Edøya, Norway, Florø, Norway, Herlandsvika, Norway, Hitra, Norway, Hyllestad, Norway, Kristiansund, Norway, Lefdal, Norway, Molde, Norway, Sture, Norway, Tjeldbergodden, Norway, Trondheim, Norway, Åheim, Norway, Ålesund, Norway"
okinawa-cellular-cable,Okinawa Cellular Cable,Okinawa Cellular Telephone Company,760 km,2020 April,False,,https://www.au.com/okinawa_cellular/,"Kagoshima, Japan, Nago, Japan"
cabo-verde-telecom-domestic-submarine-cable-phase-2,Cabo Verde Telecom Domestic Submarine Cable Phase 2,Cabo Verde Telecom (CVT),,2002,False,,https://www.cvtelecom.cv,"Porto Novo, Cape Verde, Sao Pedro, Cape Verde, Tarrafal de Santiago, Cape Verde"
cabo-verde-telecom-domestic-submarine-cable-phase-3,Cabo Verde Telecom Domestic Submarine Cable Phase 3,Cabo Verde Telecom (CVT),,2011,False,,https://www.cvtelecom.cv,"Nova Sintra, Cape Verde, Porto Novo, Cape Verde, Praia, Cape Verde, Sal Rei, Cape Verde, Sao Filipe, Cape Verde, Sao Pedro, Cape Verde, Tarrafal de Santiago, Cape Verde, Vila do Maio, Cape Verde"
cabo-verde-telecom-domestic-submarine-cable-phase-1,Cabo Verde Telecom Domestic Submarine Cable Phase 1,Cabo Verde Telecom (CVT),,1997,False,,https://www.cvtelecom.cv,"Murdeira, Cape Verde, Praia, Cape Verde, Sal Rei, Cape Verde, Sao Pedro, Cape Verde, Tarrafal de São Nicolau, Cape Verde"
miyazaki-okinawa-cable-moc,Miyazaki-Okinawa Cable (MOC),KDDI,,1997,False,,,"Miyazaki, Japan, Naha, Japan"
japan-information-highway-jih,Japan Information Highway (JIH),KDDI,"5,150 km",1999,False,,,"Akita, Japan, Chikura, Japan, Ibaraki, Japan, Ishikari, Japan, Miyazaki, Japan, Naha, Japan, Ninomiya, Japan, Sendai, Japan, Shima, Japan"
lazaro-cardenas-manzanillo-santiago-submarine-cable-system-lcmsscs,Lazaro Cardenas-Manzanillo Santiago Submarine Cable System (LCMSSCS),Telmex,322 km,2013 Q4,False,,https://telmex.com/,"Ciudad Lázaro Cárdenas, Mexico, Ixtapa-Zihuatanejo, Mexico, Manzanillo, Mexico"
fibra-optica-al-pacfico,Fibra Optica al Pacífico,Entel Bolivia,"1,180 km",2020 September,False,,https://www.entel.bo/,"Ilo, Peru, Lurin, Peru"
batam-sarawak-internet-cable-system-basics,Batam Sarawak Internet Cable System (BaSICS),Irix Sdn Bhd,762 km,2021 Q1,False,,https://www.irix.my/,"Batam, Indonesia, Kuching, Malaysia"
eastern-light-sweden-finland-i,Eastern Light Sweden-Finland I,Eastern Light,,2019 October,False,,https://easternlight.se/,"Hanko, Finland, Helsinki, Finland, Kotka, Finland, Stockholm, Sweden"
sorsogon-samar-submarine-fiber-optical-interconnection-project-sssfoip,Sorsogon-Samar Submarine Fiber Optical Interconnection Project (SSSFOIP),National Grid Corporation of the Philippines,21 km,2019,False,"The Sorsogon-Samar Submarine Fiber Optical Interconnection Project is a power cable, which has optical fiber attached to it.",,"Allen, Philippines, Santa Magdalena, Philippines"
manatua,Manatua,"Avaroa Cable Ltd., OPT French Polynesia, Samoa Submarine Cable Company, Telecom Niue","3,634 km",2020 July,False,,,"Aitutaki, Cook Islands, Rarotonga, Cook Islands, To'ahotu, French Polynesia, Vaitape, French Polynesia, Alofi, Niue, Apia, Samoa"
malta-italy-interconnector,Malta-Italy Interconnector,Government of Malta,95 km,2015,False,"The Malta-Italy Interconnector is a power cable, which has optical fiber attached to it.",,"Marina di Ragusa, Italy, Bahar ic-Caghaq, Malta"
caribbean-regional-communications-infrastructure-program-carcip,Caribbean Regional Communications Infrastructure Program (CARCIP),Digicel,225 km,2019 June,False,,https://www.digicelgroup.com,"Carriacou, Grenada, Conference, Grenada, Bequia, Saint Vincent and the Grenadines, Canouan, Saint Vincent and the Grenadines, Chateaubelair, Saint Vincent and the Grenadines, Kingstown, Saint Vincent and the Grenadines, Mustique, Saint Vincent and the Grenadines, Owia, Saint Vincent and the Grenadines, Union Island, Saint Vincent and the Grenadines"
energinet-laeso-varberg,Energinet Laeso-Varberg,Energinet,,2011,False,,,"Laeso, Denmark, Varberg, Sweden"
energinet-lyngsa-laeso,Energinet Lyngsa-Laeso,Energinet,,2011 August,False,,,"Laeso, Denmark, Lyngsa, Denmark"
skagenfiber-west,Skagenfiber West,Midgard Infra,170 km,2020 November,False,,http://www.skagenfiber.no,"Hirtshals, Denmark, Larvik, Norway"
pasuli,PASULI,"FiberStar, XLSmart",40 km,2019 August,False,,,"Muntok, Indonesia, Sungsang, Indonesia"
sjjk,SJJK,XLSmart,543 km,2008 December,False,,https://www.xl.co.id,"Anyer, Indonesia, Bawean, Indonesia, Kalianda, Indonesia, Takesung, Indonesia, Ujung Pankah, Indonesia"
link-5-phase-2,Link 5 Phase-2,XLSmart,365 km,2005 July,False,,https://www.xl.co.id,"Kuala Tungkal, Indonesia, Sungailiat, Indonesia"
link-4-phase-2,Link 4 Phase-2,XLSmart,300 km,2005 March,False,,https://www.xl.co.id,"Mentigi, Indonesia, Sungailiat, Indonesia"
link-3-phase-2,Link 3 Phase-2,XLSmart,342 km,2005 May,False,,https://www.xl.co.id,"Ancol, Indonesia, Mentigi, Indonesia, Tanjung Pakis, Indonesia"
link-2-phase-2,Link 2 Phase-2,XLSmart,221 km,2005 May,False,,https://www.xl.co.id,"Jimbaran, Indonesia, Puger, Indonesia"
link-1-phase-2,Link 1 Phase-2,XLSmart,94 km,2005 May,False,,https://www.xl.co.id,"Sanur, Indonesia, Senggigi, Indonesia"
link-3-phase-1,Link 3 Phase-1,XLSmart,275 km,2003 December,False,,https://www.xl.co.id,"Kawinda Nae, Indonesia, Senggigi, Indonesia"
link-2-phase-1,Link 2 Phase-1,XLSmart,281 km,2004 January,False,,https://www.xl.co.id,"Sangatta, Indonesia, Towale, Indonesia"
link-1-phase-1,Link 1 Phase-1,XLSmart,368 km,2003 December,False,,https://www.xl.co.id,"Bulobulo, Indonesia, Kawinda Nae, Indonesia"
prat,Prat,Grupo Gtd,"3,500 km",2020 Q2,False,,https://www.gtd.cl,"Antofagasta, Chile, Arica, Chile, Caldera, Chile, Cartagena, Chile, Constitución, Chile, Iquique, Chile, La Serena, Chile, Puerto Montt, Chile, Puerto Saavedra, Chile, San Pedro de la Paz, Chile, Tocopilla, Chile, Valparaíso, Chile"
ultramar-ge,Ultramar GE,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),263 km,2023 March,False,,https://gitge.com/en/home/,"Annobon, Equatorial Guinea, Sao Tome, Sao Tome and Principe"
umo,UMO,Campana Group,"2,227 km",2023 September,False,,https://www.campanaworks.com/,"Thanlyin, Myanmar, Tuas, Singapore"
polar-circle-cable,Polar Circle Cable,KystTele,"1,004 km",2007 September,False,,http://www.kysttele.no,"Bodø, Norway, Brønnøysund, Norway, Narvik, Norway, Nesna, Norway, Rørvik, Norway, Sandnessjøen, Norway, Trondheim, Norway"
tverrlinken,Tverrlinken,KystTele,,2010,False,,http://www.kysttele.no,"Hemnesberget, Norway, Mo I Rana, Norway, Nesna, Norway, Utskarpen, Norway"
national-digital-transmission-network-ndtn,National Digital Transmission Network (NDTN),Telecoms Infrastructure Corporation of the Philippines (TelicPhil),"1,400 km",1999 March,False,,,"Dumaguete, Philippines, Iloilo City, Philippines, Lucena, Philippines, San Jose, Philippines"
rnne-rdvig,Rønne-Rødvig,TDC Group,153 km,1989,False,,,"Rødvig, Denmark, Rønne, Denmark"
chennai-andaman-nicobar-islands-cable-cani,Chennai-Andaman & Nicobar Islands Cable (CANI),Bharat Sanchar Nigam Ltd. (BSNL),"2,300 km",2020 August,False,,http://www.bsnl.co.in,"Car Nicobar, India, Chennai, India, Great Nicobar, India, Havelock, India, Kamorta, India, Little Andaman, India, Long Island, India, Rangat, India, Sri Vijaya Puram, India"
dunant,Dunant,Google,"6,400 km",2021 January,False,,https://cloud.google.com,"Saint-Hilaire-de-Riez, France, Virginia Beach, VA, United States"
gulf-of-california-cable,Gulf of California Cable,Megacable,250 km,2019 Q4,False,,https://www.megacable.com.mx/,"La Paz, Mexico, Topolobampo, Mexico"
coral-sea-cable-system-cs,Coral Sea Cable System (CS²),"PNG DataCo Limited, Solomon Island Submarine Cable Company","4,700 km",2020 February,False,,https://coralseacablecompany.com/,"Sydney, NSW, Australia, Port Moresby, Papua New Guinea, Auki, Solomon Islands, Honiara, Solomon Islands, Noro, Solomon Islands, Taro, Solomon Islands"
malbec,Malbec,"Meta, V.tal","2,880 km",2021 June,False,,https://www.vtal.com/en/home/,"Las Toninas, Argentina, Porto Alegre, Brazil, Praia Grande, Brazil, Rio de Janeiro, Brazil"
malbec,Malbec,"Meta, V.tal","2,880 km",2021 June,False,,https://www.vtal.com/en/home/,"Las Toninas, Argentina, Porto Alegre, Brazil, Praia Grande, Brazil, Rio de Janeiro, Brazil"
st-pierre-and-miquelon-cable,St. Pierre and Miquelon Cable,French Authority of St. Pierre and Miquelon,200 km,2018 May,False,,,"Fortune, NL, Canada, Lamaline, NL, Canada, Miquelon-Langlade, Saint Pierre and Miquelon, Saint-Pierre, Saint Pierre and Miquelon"
sea2shore,sea2shore,National Grid,32 km,2016,False,,,"Crescent Beach, RI, United States, Narragansett, RI, United States"
nordbalt,NordBalt,"Litgrid, Svenska Kraftnät",400 km,2016,False,"Lietuvos Energija and Svenska Kraftnät operate the NordBalt cable, a high-voltage power cable that also has a fiber-optic cable alongside it.",,"Klaipeda, Lithuania, Nybro, Sweden"
southeast-asia-japan-cable-2-sjc2,Southeast Asia-Japan Cable 2 (SJC2),"China Mobile, Chunghwa Telecom, DongHwa Telecom, KDDI, Meta, SK Broadband, Singtel, Telin, True Corporation, VNPT International","10,500 km",2025 July,False,,,"Chung Hom Kok, China, Lingang, China, Chikura, Japan, Shima, Japan, Changi South, Singapore, Busan, South Korea, Fangshan, Taiwan, Tanshui, Taiwan, Songkhla, Thailand, Quy Nhon, Vietnam"
no-uk,NO-UK,NO-UK COM AS,713 km,2021 December,False,,https://midgardinfra.com/,"Stavanger, Norway, Newcastle, United Kingdom"
sakhalin-kuril-islands-cable,Sakhalin-Kuril Islands Cable,Rostelecom,940 km,2019 March,False,,https://www.company.rt.ru/,"Krabozavodskoye, Russia, Kurilsk, Russia, Okhotskoe, Russia, Yuzhno Kurilsk, Russia"
meltingpot-indianoceanic-submarine-system-metiss,Meltingpot Indianoceanic Submarine System (METISS),"***Canal+ Telecom***, CEB Fibernet, Emtel, SFR, Telma (Telecom Malagasy), Zeop (incl. Reunicable)","3,200 km",2021 March,False,,,"Fort Dauphin, Madagascar, Baie du Tombeau, Mauritius, Le Port, Réunion, Umbogintwini, South Africa"
java-bali-cable-system-jbcs,Java Bali Cable System (JBCS),Triasmitra,,2013,False,,http://www.triasmitra.com/,"Candikusuma, Indonesia, Muncar, Indonesia"
jakarta-surabaya-cable-system-jayabaya,Jakarta Surabaya Cable System (JAYABAYA),Triasmitra,888 km,2018 December,False,,http://www.triasmitra.com/,"Banyu Urip, Indonesia, Cirebon, Indonesia, Kendal, Indonesia, Tanjung Pakis, Indonesia"
southern-cross-next,Southern Cross NEXT,Southern Cross Cable Network,"13,700 km",2022 July,False,,https://www.southerncrosscables.com/,"Alexandria, NSW, Australia, Savusavu, Fiji, Suva, Fiji, Tabwakea, Kiribati, Takapuna, New Zealand, Nukunonu, Tokelau, Hermosa Beach, CA, United States"
havfrueaec-2,Havfrue/AEC-2,"Bulk Infrastructure, EXA Infrastructure, Google, Meta","7,650 km",2020 November,False,"EXA Infrastructure acts as the overall system administrator for the Havfrue cable, and has dubbed the portion of the cable where it has ownership (Denmark, Ireland, and U.S. segments) as AEC-2. Bulk Infrastructure is the Norwegian landing party for Havfrue.",,"Blaabjerg, Denmark, Lecanvey, Ireland, Kristiansand, Norway, Wall Township, NJ, United States"
damai-cable-system,DAMAI Cable System,Triasmitra,575 km,2019 July,False,,http://www.triasmitra.com/,"Dumai, Indonesia, Medan, Indonesia, Panipahan, Indonesia"
japan-guam-australia-south-jga-s,Japan-Guam-Australia South (JGA-S),"Australia’s Academic and Research Network (AARNET), Google, Lightstorm Telecom","7,081 km",2020 March,False,,https://www.lightstorm.net/,"Brookvale, NSW, Australia, Maroochydore, QLD, Australia, Piti, Guam"
japan-guam-australia-north-jga-n,Japan-Guam-Australia North (JGA-N),Lightstorm Telecom,"2,600 km",2020 July,False,,https://www.lightstorm.net/,"Piti, Guam, Minamiboso, Japan"
tonga-domestic-cable-extension-tdce,Tonga Domestic Cable Extension (TDCE),Tonga Cable Limited,410 km,2018 January,False,,,"Neiafu, Tonga, Nuku'alofa, Tonga, Pangai, Tonga"
paniolo-cable-network,Paniolo Cable Network,Hawaiian Telcom,576 km,2009,False,,,"Hawaii Kai, HI, United States, Kaunakakai, HI, United States, Kawaihae, HI, United States, Kekaha, HI, United States, Lahaina, HI, United States, Makaha, HI, United States, Makena, HI, United States"
bodo-rost-cable,Bodo-Rost Cable,Telenor,109 km,2016,False,,,"Bodø, Norway, Røst, Norway"
malta-gozo-cable,Malta-Gozo Cable,Gozo Fibre Optic Cable Ltd.,13 km,2020 December,False,,,"Golden Bay, Malta, Mgarr ix-Xini, Malta"
mauritius-and-rodrigues-submarine-cable-system-mars,Mauritius and Rodrigues Submarine Cable System (MARS),Mauritius Telecom,677 km,2019 February,False,,https://www.myt.mu/mars,"Baie Jacotet, Mauritius, Grand Baie (Rodrigues), Mauritius"
palapa-ring-east,Palapa Ring East,"Indonesian Government, Moratelindo, Telekom PT SmartFren","6,300 km",2019 October,False,,,"Agats, Indonesia, Baa, Indonesia, Kep. Aru, Indonesia, Kokar, Indonesia, Kota Mappi, Indonesia, Kupang, Indonesia, Manokwari, Indonesia, Nabire, Indonesia, Seba, Indonesia, Serwaru, Indonesia, Suemlaki, Indonesia, Supiori, Indonesia, Teluk, Indonesia, Tiakur, Indonesia, Timika, Indonesia, Tual, Indonesia, Waingapu, Indonesia, Yapen, Indonesia"
palapa-ring-west,Palapa Ring West,Indonesian Government,"1,980 km",2018 February,False,,,"Batam, Indonesia, Bengkalis, Indonesia, Dumai, Indonesia, Karimun, Indonesia, Kuala Tungkal, Indonesia, Lingga, Indonesia, Natuna, Indonesia, Ranai, Indonesia, Singkawang, Indonesia, Tebingtinggi Island, Indonesia, Terempa, Indonesia"
palapa-ring-middle,Palapa Ring Middle,Indonesian Government,"2,100 km",2018 December,False,,,"Bangga, Indonesia, Baubau, Indonesia, Buranga, Indonesia, Kendari, Indonesia, Lakudo, Indonesia, Luwuk, Indonesia, Manado, Indonesia, Melonguane, Indonesia, Morotai, Indonesia, Ondong Siau, Indonesia, Raha, Indonesia, Salakan, Indonesia, Sanana, Indonesia, Sofifi, Indonesia, Tahuna, Indonesia, Taliabu, Indonesia, Ternate, Indonesia, Tidore, Indonesia, Tobelo, Indonesia, Wawonii, Indonesia"
ulysses-2,Ulysses 2,Verizon,199 km,1997,False,,,"Ijmuiden, Netherlands, Lowestoft, United Kingdom"
