id,name,owners,length,rfs_date,is_planned,notes,url,landing_points
cadmos,CADMOS,"A1 Telekom Austria, AT&T, Cyta, Deutsche Telekom, Lebanese Ministry of Telecommunications, Orange, Sparkle, Syrian Telecommunications Establishment, Tata Communications",230 km,1995 September,False,,,"Pentaskhinos, Cyprus, Beirut, Lebanon, Jdaide, Lebanon"
cam-ring,CAM Ring,Altice Portugal,"1,120 km",2003,False,,,"Funchal, Portugal, Ponta Delgada, Portugal, Porto Santo, Portugal"
canalink,Canalink,IT3,"1,835 km",2011,False,,http://www.canalink.tel/,"Asilah, Morocco, Conil de la Frontera, Spain, El Goro, Canary Islands, Spain, Granadilla de Abona, Spain, Güimar, Canary Islands, Spain, Rota, Spain, Santa Cruz de La Palma, Canary Islands, Spain, Tinocas, Canary Islands, Spain"
cantat-3,CANTAT-3,Shefa,270 km,1994 November,False,,http://www.shefa.fo,"Blaabjerg, Denmark, South Arne, Denmark, Tyra, Denmark, Valdemar, Denmark"
caribbean-bermuda-u-s-cbus,Caribbean-Bermuda U.S. (CBUS),"Liberty Networks, Orange","1,700 km",2009 October,False,,,"St. David’s, Bermuda, Tortola, Virgin Islands (U.K.)"
caucasus-cable-system,Caucasus Cable System,Caucasus Online,"1,200 km",2008 November,False,,http://www.co.ge/en/,"Balchik, Bulgaria, Poti, Georgia"
cayman-jamaica-fiber-system-cjfs,Cayman-Jamaica Fiber System (CJFS),"CW Cayman, CW Jamaica","1,197 km",1997 June,False,,,"Cayman Brac, Cayman Islands, Half Moon Bay, Cayman Islands, Bull Bay, Jamaica, Montego Bay, Jamaica, Ocho Rios, Jamaica, Port Antonio, Jamaica"
ceiba-2,Ceiba-2,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),290 km,2017,False,,http://www.gitge.com,"Kribi, Cameroon, Bata, Equatorial Guinea, Malabo, Equatorial Guinea"
ceiba-1,Ceiba-1,GITGE (Gestor de Infraestructuras de Telecomunicaciones de Guinea Ecuatorial),287 km,2011 June,False,,http://www.gitge.com,"Bata, Equatorial Guinea, Malabo, Equatorial Guinea"
celtixconnect-1-cc-1,CeltixConnect-1 (CC-1),EXA Infrastructure,131 km,2012 January,False,,https://exainfra.net/,"Dublin, Ireland, Holyhead, United Kingdom"
columbus-ii-b,Columbus-II b,"AT&T, Setar","2,068 km",1994 December,False,,,"Magen’s Bay, VI, United States, West Palm Beach, FL, United States"
columbus-iii-azores-portugal,Columbus-III Azores-Portugal,Altice Portugal,,1999 December,False,,https://altice.net/altice-international,"Carcavelos, Portugal, Ponta Delgada, Portugal"
comoros-domestic-cable-system,Comoros Domestic Cable System,Comores Telecom,,2010,False,,,"Chindini, Comoros, Fomboni Moheli, Comoros, Mutsamudu, Comoros"
corse-continent-4-cc4,Corse-Continent 4 (CC4),Orange,190 km,1992,False,,,"Cannes, France, L’Île-Rousse, France"
corse-continent-5-cc5,Corse-Continent 5 (CC5),Orange,299 km,1995,False,,,"Ajaccio, France, La Seyne, France"
danica-north,Danica North,Colt,25 km,1998,False,,,"Tuborg, Denmark, Barsebäck, Sweden"
danice,DANICE,Farice,"2,304 km",2009 August,False,,http://www.farice.is,"Blaabjerg, Denmark, Landeyjar, Iceland"
denmark-sweden-17,Denmark-Sweden 17,"TDC Group, Tele2",11 km,1994,False,,,"Alsgarde, Denmark, Kristinelund, Sweden"
denmark-sweden-18,Denmark-Sweden 18,"TDC Group, Telenor",,1996,False,,,"Helsingør, Denmark, Helsingborg, Sweden"
dhiraagu-cable-network,Dhiraagu Cable Network,Dhiraagu,"1,253 km",2012 April,False,,https://www.dhiraagu.com.mv/,"Dhangethi, Maldives, Eydhafushi, Maldives, Fuvahmulah, Maldives, Gahdhoo, Maldives, Gan, Maldives, Hithadhoo, Maldives, Hulhumale, Maldives, Kulhudhufushi, Maldives"
dhiraagu-slt-submarine-cable-network,Dhiraagu-SLT Submarine Cable Network,"Dhiraagu, Sri Lanka Telecom",850 km,2007 February,False,,https://www.dhiraagu.com.mv/,"Male, Maldives, Colombo, Sri Lanka"
east-west-cable-ewc,East-West Cable (EWC),Liberty Networks,"1,705 km",2011 February,False,,https://libertynet.com/contact,"Haina, Dominican Republic, Harbour View, Jamaica, Nanny Cay, Virgin Islands (U.K.)"
eastern-caribbean-fiber-system-ecfs,Eastern Caribbean Fiber System (ECFS),"AT&T, Claro Dominicana (Codetel), Guyana Telephone and Telegraph (GT&T), Liberty Networks, Orange, Verizon","1,335 km",1995 September,False,,,"The Valley, Anguilla, St. John’s, Antigua and Barbuda, Bridgetown, Barbados, Roseau, Dominica, Point Salines, Grenada, Pointe-a-Pitre, Guadeloupe, Le Lamentin, Martinique, Frigate Bay, Saint Kitts and Nevis, Castries, Saint Lucia, Kingstown, Saint Vincent and the Grenadines, Saint Maarten, Sint Maarten, Chaguaramas, Trinidad and Tobago, Tortola, Virgin Islands (U.K.)"
ec-link,EC Link,Liberty Networks,"1,078 km",2007 October,False,,https://libertynet.com,"Willemstad, Curaçao, Chaguaramas, Trinidad and Tobago"
elektra-globalconnect-1-gc1,Elektra-GlobalConnect 1 (GC1),GlobalConnect,44 km,2000 August,False,,https://www.globalconnectcarrier.com/,"Gedser, Denmark, Rostock, Germany"
emerald-bridge-fibres,Emerald Bridge Fibres,Zayo,120 km,2012 December,False,,https://zayoeurope.com/,"Clonshaugh, Ireland, Holyhead, United Kingdom"
aec-1,AEC-1,EXA Infrastructure,"5,521 km",2016 January,False,,https://exainfra.net/,"Killala, Ireland, Shirley, NY, United States"
esat-2,ESAT-2,Esat BT,245 km,2000,False,,,"Sandymount, Ireland, Southport, United Kingdom"
est-tet,Est-Tet,"Maroc Telecom, Telxius",113 km,1994 July,False,,,"Tétouan, Morocco, Estepona, Spain"
farice-1,FARICE-1,Farice,"1,205 km",2004 January,False,,http://www.farice.is,"Funningsfjordur, Faroe Islands, Seydisfjordur, Iceland, Dunnet Bay, United Kingdom"
fehmarn-blt,Fehmarn Bält,Arelion,20 km,2000,False,,,"Rodbyhavn, Denmark, Puttgarden, Germany"
fiber-optic-gulf-fog,Fiber Optic Gulf (FOG),"Bahrain Telecommunications Company (Batelco), Kuwait Ministry of Communications, Ooredoo, e&","1,300 km",1998 June,False,,,"Manama, Bahrain, Kuwait City, Kuwait, Doha, Qatar, Dubai, United Arab Emirates"
fibralink,Fibralink,Liberty Networks,"1,102 km",2006 March,False,,https://libertynet.com,"Puerto Plata, Dominican Republic, Kaliko, Haiti, Bull Bay, Jamaica, Montego Bay, Jamaica, Ocho Rios, Jamaica"
finland-estonia-2-eesf-2,Finland-Estonia 2 (EESF-2),"Arelion, Telia Eesti (formerly Eesti Telekom, EMT, Elion)",98 km,1992,False,,,"Tallinn, Estonia, Helsinki, Finland"
flag-atlantic-1-fa-1,FLAG Atlantic-1 (FA-1),FLAG,"14,500 km",2001 June,False,,https://flagtel.com/,"Plerin, France, Skewjack, United Kingdom, Island Park, NY, United States, Northport, NY, United States"
flag-north-asia-loopreach-north-asia-loop,FLAG North Asia Loop/REACH North Asia Loop,"FLAG, PCCW, Telstra","9,504 km",2001 June,False,"FLAG owns 3 fiber pairs which it refers to as FLAG North Asia Loop. Of the three remaining fiber pairs comprising the REACH North Asia Loop, Telstra owns one fiber pair, PCCW owns one fiber pair, with the final fiber pair is jointly owned by Telstra and PCCW",,"Tong Fuk, China, Wada, Japan, Busan, South Korea, Toucheng, Taiwan"
flores-corvo-cable-system,Flores-Corvo Cable System,Viatel,685 km,2014 January,False,,http://www.viatel.pt,"Corvo, Portugal, Faial, Portugal, Flores, Portugal, Graciosa, Portugal"
gemini-bermuda,Gemini Bermuda,"Liberty Networks, Orange","1,501 km",2007 October,False,,,"St. David’s, Bermuda, Manasquan, NJ, United States"
geo-eirgrid,Geo-Eirgrid,Eirgrid,187 km,2012 December,False,,http://www.zayo.com,"Lusk, Ireland, Deeside Clwyd, United Kingdom"
georgia-russia,Georgia-Russia,"FOPTNET, GEO-METRIA, Rostelecom",433 km,2000 December,False,,https://www.company.rt.ru/,"Poti, Georgia, Dzhubga, Russia, Sochi, Russia"
germany-denmark-3,Germany-Denmark 3,TDC Group,,2000 March,False,,,"Gedser, Denmark, Markgrafenheide, Germany"
glo-1,Glo-1,Globacom Limited,"9,800 km",2010 October,False,,https://www.gloworld.com,"Accra, Ghana, Lagos, Nigeria, Bude, United Kingdom"
southern-caribbean-fiber,Southern Caribbean Fiber,Digicel,"3,000 km",2006 September,False,,,"Dickenson Bay, Antigua and Barbuda, Needham’s Point, Barbados, Canefield, Dominica, Point Salines, Grenada, Baie-Mahault, Guadeloupe, Baillif, Guadeloupe, Le Lamentin, Martinique, Bunkum Bay, Montserrat, Gustavia, Saint Barthélemy, Basseterre, Saint Kitts and Nevis, Rodney Bay, Saint Lucia, St. Louis, Saint Martin, Kingstown, Saint Vincent and the Grenadines, Chaguaramas, Trinidad and Tobago, San Juan, PR, United States, St. Croix, Virgin Islands, Virgin Islands (U.S.)"
globalconnect-2-gc2,GlobalConnect 2 (GC2),GlobalConnect,95 km,2001 August,False,,https://www.globalconnectcarrier.com/,"Saeby, Denmark, Kungsbacka, Sweden"
globalconnect-3-gc3,GlobalConnect 3 (GC3),GlobalConnect,19 km,2006,False,,https://www.globalconnectcarrier.com/,"Korsor, Denmark, Nybor, Denmark"
globalconnect-kpn,GlobalConnect-KPN,GlobalConnect,43 km,2006,False,,https://www.globalconnectcarrier.com/,"Gedser, Denmark, Rostock, Germany"
globenet,GlobeNet,V.tal,"23,500 km",2000 October,False,,https://www.vtal.com/en/home/,"St. David’s, Bermuda, Fortaleza, Brazil, Rio de Janeiro, Brazil, Barranquilla, Colombia, Boca Raton, FL, United States, Tuckerton, NJ, United States, Maiquetia, Venezuela"
go-1-mediterranean-cable-system,GO-1 Mediterranean Cable System,GO plc,290 km,2008 December,False,,https://www.go.com.mt/business,"Mazara del Vallo, Italy, St. Paul's Bay, Malta"
gondwana-1,Gondwana-1,OPT,"2,151 km",2008 September,False,,https://www.opt.nc/,"Sydney, NSW, Australia, Noumea, New Caledonia"
oteglobe-kokkini-bari,OTEGLOBE Kokkini-Bari,OTEGLOBE,700 km,2004 June,False,,http://www.oteglobe.gr,"Kokkini, Greece, Bari, Italy"
greenland-connect-north,Greenland Connect North,Tusass A/S,680 km,2017 December,False,,https://www.tusass.gl/,"Aasiaat, Greenland, Maniitsoq, Greenland, Nuuk, Greenland, Sisimiut, Greenland"
greenland-connect,Greenland Connect,Tusass A/S,"4,580 km",2009 March,False,,https://www.tusass.gl/,"Milton, NL, Canada, Nuuk, Greenland, Qaqortoq, Greenland, Landeyjar, Iceland"
guam-okinawa-kyushu-incheon-goki,Guam Okinawa Kyushu Incheon (GOKI),AT&T,"4,244 km",2013 December,False,,http://www.att.com,"Tumon Bay, Guam, Kitakyushu, Japan, Naha, Japan"
guernsey-jersey-4,Guernsey-Jersey-4,Sure,36 km,1994 January,False,,,"Saints Bay, Guernsey, Greve de Lecq, Jersey"
gulf-bridge-international-cable-systemmiddle-east-north-africa-cable-system-gbicsmena,Gulf Bridge International Cable System/Middle East North Africa Cable System (GBICS/MENA),Gulf Bridge International,"5,270 km",2012 February,False,"GBI owns the entire system. Telecom Egypt owns one of the fiber pairs from the branching unit near Oman to Mumbai which it acquired from the MENA Cable Company. GBI owns one fiber pair on the MENA cable, which links Oman to Italy.",http://www.gbiinc.com,"Al Hidd, Bahrain, Mumbai, India, Bushehr, Iran, Al Faw, Iraq, Kuwait City, Kuwait, Al Seeb, Oman, Al Daayen, Qatar, Al Khobar, Saudi Arabia, Fujairah, United Arab Emirates"
hantru1-cable-system,HANTRU1 Cable System,"Federated States of Micronesia Telecommunications Cable Corporation (FSMTCC), Hannon Armstrong, Marshall Islands Telecommunications Authority","2,917 km",2010 March,False,,,"Piti, Guam, Kwajalein, Marshall Islands, Majuro, Marshall Islands, Pohnpei, Micronesia"
hawaiki,Hawaiki,BW Digital,"14,000 km",2018 July,False,,https://www.bw-digital.com/,"Pago Pago, American Samoa, Sydney, NSW, Australia, Mangawhai, New Zealand, Neiafu, Tonga, Hillsboro, OR, United States, Kapolei, HI, United States"
hawk,Hawk,FLAG,"3,400 km",2011,False,,https://flagtel.com/,"Yeroskipos, Cyprus, Alexandria, Egypt, Marseille, France"
exa-north-and-south,EXA North and South,EXA Infrastructure,"12,200 km",2001 April,False,,https://exainfra.net/,"Halifax, NS, Canada, Dublin, Ireland, Coleraine, United Kingdom, Southport, United Kingdom, Lynn, MA, United States"
exa-express,EXA Express,EXA Infrastructure,"4,600 km",2015 September,False,,https://exainfra.net/,"Halifax, NS, Canada, Cork, Ireland, Brean, United Kingdom"
high-capacity-undersea-guernsey-optical-fibre-hugo,High-capacity Undersea Guernsey Optical-fibre (HUGO),"Sure, Vodafone",425 km,2007,False,,,"Lannion, France, Pembroke, Guernsey, Saints Bay, Guernsey, Porthcurno, United Kingdom"
hokkaido-sakhalin-cable-system-hscs,Hokkaido-Sakhalin Cable System (HSCS),"NTT, TTK",570 km,2008 July,False,,,"Ishikari, Japan, Nevelsk, Russia"
honotua,Honotua,OPT French Polynesia,"4,805 km",2010 September,False,,http://www.opt.pf,"Huahine, French Polynesia, Moorea, French Polynesia, Papenoo, French Polynesia, Uturoa, French Polynesia, Vaitape, French Polynesia, Kawaihae, HI, United States"
i2i-cable-network-i2icn,i2i Cable Network (i2icn),Bharti Airtel,"3,200 km",2002 April,False,,http://www.airtel.in,"Chennai, India, Tuas, Singapore"
ingrid,INGRID,CIEG,64 km,2004 October,False,,,"Surville, France, Havelet Bay, Guernsey, Archirondel, Jersey, Greve de Lecq, Jersey"
interchange-cable-network-1-icn1,Interchange Cable Network 1 (ICN1),Interchange,"1,259 km",2014 January,False,,http://www.interchange.vu,"Suva, Fiji, Port Vila, Vanuatu"
globalconnect-denmark-sweden,GlobalConnect Denmark-Sweden,GlobalConnect,,1994,False,,https://www.globalconnectcarrier.com/,"Brondby, Denmark, Klagshamn, Sweden"
italy-albania,Italy-Albania,"ALBtelecom, Sparkle",240 km,1997,False,,,"Durres, Albania, Bari, Italy"
italy-croatia,Italy-Croatia,"Hrvatski Telekom, Sparkle",230 km,1994,False,,,"Umag, Croatia, Mestre, Italy"
italy-greece-1-ig-1,Italy-Greece 1 (IG-1),WIS Telecom,169 km,1995,False,,http://www.wis.one,"Aethos, Greece, Otranto, Italy"
italy-libya,Italy-Libya,"Libya International Telecommunications Company, Sparkle",570 km,1998,False,,,"Mazara del Vallo, Italy, Tripoli, Libya"
italy-monaco,Italy-Monaco,"Monaco Telecom, Sparkle",162 km,1995,False,,,"Savona, Italy, Monte Carlo, Monaco"
jaka2ladema,JaKa2LaDeMa,Telkom Indonesia,"1,700 km",2010,False,,,"Banjarmasin, Indonesia, Beculuk, Indonesia, Denpasar, Indonesia, Gianyar, Indonesia, Ketapang, Indonesia, Mataram, Indonesia, Pankalan, Indonesia, Pontianak, Indonesia, Sangata, Indonesia, Toweli, Indonesia"
jakabare,JAKABARE,Indosat Ooredoo,"1,330 km",2009 November,False,,https://indosatooredoo.com,"Sungai Kakap, Indonesia, Tanjung Bemban, Indonesia, Tanjung Pakis, Indonesia, Changi North, Singapore"
janna,Janna,"EXA Infrastructure, Regione Sardegne, Tiscali, WINDTRE",634 km,2005 April,False,,,"Cagliari, Italy, Civitavecchia, Italy, Mazara del Vallo, Italy, Olbia, Italy"
chi,CHI,"Hawaiian Telcom, Verizon","3,932 km",2001,False,CHI is the only remaining operational segment of the Japan-U.S. (JUS) Cable Network that was retired in July 2023.,,"Makaha, HI, United States, Morro Bay, CA, United States"
jerry-newton,Jerry Newton,Liberty Networks,88 km,2007 October,False,,https://libertynet.com,"North Salina, Bonaire, Sint Eustatius and Saba, Willemstad, Curaçao"
jonah,Jonah,Bezeq International Ltd.,"2,297 km",2012 January,False,,https://www.bezeqint.net/,"Tel Aviv, Israel, Bari, Italy"
kattegat-2,Kattegat 2,TDC Group,75 km,2001,False,,,"Lyngsa, Denmark, Osterby, Denmark, Vestero, Denmark, Skalvik, Sweden"
kodiak-kenai-fiber-link-kkfl,Kodiak Kenai Fiber Link (KKFL),GCI Communication Corp,966 km,2007 January,False,,https://www.gci.com/,"Anchorage, AK, United States, Homer, AK, United States, Kenai, AK, United States, Kodiak, AK, United States, Narrow Cape, AK, United States, Seward, AK, United States"
korea-japan-cable-network-kjcn,Korea-Japan Cable Network (KJCN),"KT, NTT, QTNet, Softbank",500 km,2002 March,False,,,"Fukuoka, Japan, Kitakyushu, Japan, Busan, South Korea"
kuwait-iran,Kuwait-Iran,"Kuwait Ministry of Communications, Telecommunication Infrastructure Company of Iran",380 km,2005 June,False,,,"Ganaveh, Iran, Khark Island, Iran, Soroosh Platform, Iran, Kuwait City, Kuwait"
lanis-1,Lanis-1,Vodafone,113 km,1992,False,,,"Port Grenaugh, Isle of Man, Blackpool, United Kingdom"
lanis-2,Lanis-2,Vodafone,67 km,1992,False,,,"Peel, Isle of Man, Ballywater, United Kingdom"
latvia-sweden-1-lv-se-1,Latvia-Sweden 1 (LV-SE 1),"Tele2, Tet",304 km,1994,False,,,"Ventspils, Latvia, Nynashamn, Sweden"
lfon-libyan-fiber-optic-network,LFON (Libyan Fiber Optic Network),"Libyan Post, Telecommunications and Information Technology Company (LPTIC Holding)","1,639 km",1999,False,,,"Al Bayda, Libya, Al Khums, Libya, Benghazi, Libya, Brega, Libya, Derna, Libya, Misuratah, Libya, Ras Lanuf, Libya, Sirte, Libya, Tobruk, Libya, Tolmeta, Libya, Tripoli, Libya, Zawia, Libya, Zuwara, Libya"
libreville-port-gentil-cable,Libreville-Port Gentil Cable,Republic of Gabon,198 km,2012 April,False,,,"Libreville, Gabon, Port Gentil, Gabon"
lower-indian-ocean-network-lion,Lower Indian Ocean Network (LION),"Mauritius Telecom, Orange, Orange Madagascar","1,060 km",2009 November,False,,https://lion-submarinesystem.com,"Toamasina, Madagascar, Terre Rouge, Mauritius, Sainte Marie, Réunion"
lower-indian-ocean-network-2-lion2,Lower Indian Ocean Network 2 (LION2),"Emtel, Mauritius Telecom, Orange, Orange Madagascar, Société Réunionnaise du Radiotéléphone, Telkom Kenya","2,700 km",2012 April,False,,https://lion-submarinesystem.com,"Nyali, Kenya, Kaweni, Mayotte"
mainone,MainOne,MainOne - An Equinix Company,"7,000 km",2010 July,False,,https://www.mainone.net/,"Abidjan, Côte d'Ivoire, Accra, Ghana, Lagos, Nigeria, Seixal, Portugal, Dakar, Senegal"
malaysia-cambodia-thailand-mct-cable,Malaysia-Cambodia-Thailand (MCT) Cable,"Symphony, Telcotech, Telekom Malaysia","1,300 km",2017 March,False,,,"Sihanoukville, Cambodia, Cherating, Malaysia, Rayong, Thailand"
mariana-guam-cable,Mariana-Guam Cable,PTI Pacifica,268 km,1997,False,,,"Tanguisson Point, Guam, Rota, Northern Mariana Islands, Saipan, Northern Mariana Islands, Tinian, Northern Mariana Islands"
mataram-kupang-cable-system-mkcs,Mataram Kupang Cable System (MKCS),Telkom Indonesia,"1,318 km",2011 April,False,,,"Bima, Indonesia, Ende, Indonesia, Kupang, Indonesia, Pringgabaya, Indonesia, Saraemee, Indonesia, Sumbawa Besar, Indonesia, Waingapu, Indonesia"
matrix-cable-system,Matrix Cable System,"Matrix NAP Info, Matrix Networks","1,055 km",2008 August,False,,https://matrixnetworks.sg/,"Batam, Indonesia, Jakarta, Indonesia, Changi South, Singapore"
maya-1-2,Maya-1.2,"Hondutel, Liberty Networks, Ufinet","2,386 km",2000 October,False,,https://libertynetworks.com/,"Half Moon Bay, Cayman Islands, Puerto Cortes, Honduras, Hollywood, FL, United States"
med-cable-network,Med Cable Network,Orascom Telecom Holding,"1,300 km",2005 October,False,,,"Algiers, Algeria, Annaba, Algeria, Oran, Algeria, Marseille, France"
melita-1,Melita 1,Melita,97 km,2009 June,False,,http://www.melita.com,"Pozzallo, Italy, Bahar ic-Caghaq, Malta"
mid-atlantic-crossing-mac,Mid-Atlantic Crossing (MAC),Cirion Technologies,"7,500 km",2000 June,False,,https://www.ciriontechnologies.com,"Brookhaven, NY, United States, Hollywood, FL, United States, St. Croix, Virgin Islands, Virgin Islands (U.S.)"
moratelindo-international-cable-system-1-mic-1,Moratelindo International Cable System-1 (MIC-1),Moratelindo,70 km,2008 January,False,,http://www.moratelindo.co.id,"Batam, Indonesia, Changi North, Singapore"
northstar,NorthStar,Alaska Communications,"3,229 km",1999 October,False,,https://www.alaskacommunications.com,"Hillsboro, OR, United States, Lena Point, AK, United States, Valdez, AK, United States, Whittier, AK, United States"
oran-valencia-orval,Oran-Valencia (ORVAL),Algerie Telecom,770 km,2020 December,False,,https://www.algerietelecom.dz/,"Algiers, Algeria, Oran, Algeria, Valencia, Spain"
pacific-caribbean-cable-system-pccs,Pacific Caribbean Cable System (PCCS),"Liberty Networks, Setar, Telconet, Telxius, United Telecommunication Services (UTS)","6,163 km",2015 September,False,The portion of PCCS linking Aruba with Curacao is operated by Setar and United Telecommunication Services (UTS). This portion of the cable is called Alonso de Ojeda II.,,"Hudishibana, Aruba, Cartagena, Colombia, Mahuma, Curaçao, Manta, Ecuador, Balboa, Panama, Maria Chiquita, Panama, Jacksonville, FL, United States, San Juan, PR, United States, Tortola, Virgin Islands (U.K.)"
pacific-crossing-1-pc-1,Pacific Crossing-1 (PC-1),Pacific Crossing,"21,000 km",1999 December,False,,http://www.pc1.com,"Ajigaura, Japan, Shima, Japan, Grover Beach, CA, United States, Harbour Pointe, WA, United States"
palawan-iloilo-cable-system,Palawan-Iloilo Cable System,PLDT,300 km,2014 January,False,,,"San Jose de Buenavista, Philippines, Taytay, Philippines"
pan-american-crossing-pac,Pan-American Crossing (PAC),Cirion Technologies,"10,000 km",2000 March,False,,https://www.ciriontechnologies.com,"Unqui, Costa Rica, Mazatlán, Mexico, Tijuana, Mexico, Fort Amador, Panama, Grover Beach, CA, United States"
penbal-5,Penbal-5,Telefonica,315 km,1994,False,,,"Gavá, Spain, Ses Covetes, Spain"
pencan-8,Pencan-8,Telefonica,"1,400 km",2011,False,,,"Candelaria, Canary Islands, Spain, Conil de la Frontera, Spain"
persona,Persona,Eastlink,800 km,2008,False,,,"New Victoria, NS, Canada, Rose Blanche, NL, Canada"
picot-1,Picot-1,OPT,,2008,False,,https://www.opt.nc/,"Mouly, New Caledonia, Poindimie, New Caledonia, Xepenehe, New Caledonia"
pipe-pacific-cable-1-ppc-1,PIPE Pacific Cable-1 (PPC-1),Vocus Communications,"6,900 km",2009 October,False,,http://www.vocus.com.au,"Sydney, NSW, Australia, Piti, Guam, Madang, Papua New Guinea"
poseidon,POSEIDON,"Ocean Specialists, Inc (OSI)",800 km,2014 April,False,,,"Pentaskhinos, Cyprus, Yeroskipos, Cyprus"
qatar-u-a-e-submarine-cable-system,Qatar-U.A.E. Submarine Cable System,"Ooredoo, e&",100 km,2004 December,False,,,"Doha, Qatar, Halul Island, Qatar, Abu Dhabi, United Arab Emirates, Das Island, United Arab Emirates"
fos-quellon-chacabuco,FOS Quellon-Chacabuco,Grupo Gtd,350 km,2015 January,False,,https://www.gtd.cl,"Puerto Chacabuco, Chile, Quellon, Chile"
russia-japan-cable-network-rjcn,Russia-Japan Cable Network (RJCN),"KDDI, Rostelecom","1,800 km",2008 September,False,,,"Joetsu, Japan, Nahodka, Russia"
safe,SAFE,"AT&T, Angola Telecom, BICS, Camtel, China Telecom, Chunghwa Telecom, Cogent, Ghana Telecommunications Company, KPN, Liquid Intelligent Technologies, Maroc Telecom, Mauritius Telecom, NATCOM (Nigeria), OPT, Orange, Orange Cote d’Ivoire, PCCW, Singtel, Sonatel, Sparkle, Tata Communications, Telecom Namibia, Telefonica, Telekom Malaysia, Telkom South Africa, Telstra, Verizon, Vodafone","13,500 km",2002 April,False,,,"Kochi, India, Penang, Malaysia, Baie Jacotet, Mauritius, Saint Paul, Réunion, Melkbosstrand, South Africa, Mtunzini, South Africa"
sint-maarten-puerto-rico-network-one-smpr-1,Sint Maarten Puerto Rico Network One (SMPR-1),"Dauphin Telecom, TelEm Group",375 km,2004 December,False,,,"Baie Longue, Saint Martin, Philipsburg, Sint Maarten, Isla Verde, PR, United States"
samoa-american-samoa-sas,Samoa-American Samoa (SAS),"American Samoa Government, Elandia",250 km,2009 May,False,,,"Pago Pago, American Samoa, Apia, Samoa"
sat-3wasc,SAT-3/WASC,"AT&T, Altice Portugal, Angola Telecom, BICS, BT, Camtel, China Telecom, Chunghwa Telecom, Cogent, Cyta, Deutsche Telekom, Ghana Telecommunications Company, KPN, KT, Liquid Intelligent Technologies, Maroc Telecom, Mauritius Telecom, NATCOM (Nigeria), OPT, Orange, Orange Cote d’Ivoire, PCCW, SBIN (La Société Béninoise d’Infrastructures Numériques), Singtel, Sparkle, Tata Communications, Telecom Namibia, Telekom Malaysia, Telkom South Africa, Telstra, Telxius, Verizon, Vodafone","14,350 km",2002 April,False,,,"Cacuaco, Angola, Cotonou, Benin, Douala, Cameroon, Abidjan, Côte d'Ivoire, Libreville, Gabon, Accra, Ghana, Lagos, Nigeria, Sesimbra, Portugal, Dakar, Senegal, Melkbosstrand, South Africa, Alta Vista, Canary Islands, Spain, Chipiona, Spain"
scandinavian-ring-north,Scandinavian Ring North,Arelion,5 km,2000,False,,,"Helsingør, Denmark, Helsingborg, Sweden"
scandinavian-ring-south,Scandinavian Ring South,Arelion,21 km,2000,False,,,"Dragor, Denmark, Bunkeflostand, Sweden"
seabras-1,Seabras-1,"Seaborn Networks, Sparkle","10,800 km",2017 September,False,,http://www.seabornnetworks.com,"Praia Grande, Brazil, Wall Township, NJ, United States"
seychelles-to-east-africa-system-seas,Seychelles to East Africa System (SEAS),Seychelles Cable System Ltd.,"1,930 km",2012 August,False,,,"Victoria, Seychelles, Dar Es Salaam, Tanzania"
shefa-2,SHEFA-2,Shefa,"1,000 km",2008 March,False,,http://www.shefa.fo,"Torshavn, Faroe Islands, Ayre of Cara, United Kingdom, Banff, United Kingdom, BP Clair Ridge, United Kingdom, Glen Lyon, United Kingdom, Maywick, United Kingdom, Sandwick, United Kingdom"
silphium,Silphium,Libya International Telecommunications Company,425 km,2013 January,False,,http://www.litc.ly,"Chania, Greece, Derna, Libya"
sirius-south,Sirius South,Virgin Media Business,219 km,1999,False,,,"Dublin, Ireland, Blackpool, United Kingdom"
sirius-north,Sirius North,Virgin Media Business,147 km,1999,False,,,"Carrickfergus, United Kingdom, Saltcoats, United Kingdom"
south-america-1-sam-1,South America-1 (SAm-1),Telxius,"25,000 km",2001 March,False,,http://www.telxius.com/,"Las Toninas, Argentina, Fortaleza, Brazil, Rio de Janeiro, Brazil, Salvador, Brazil, Santos, Brazil, Arica, Chile, Valparaíso, Chile, Barranquilla, Colombia, Punta Cana, Dominican Republic, Punta Carnero, Ecuador, Puerto Barrios, Guatemala, Puerto San Jose, Guatemala, Lurin, Peru, Mancora, Peru, Boca Raton, FL, United States, San Juan, PR, United States"
south-american-crossing-sac,South American Crossing (SAC),"Cirion Technologies, Sparkle","20,000 km",2000 September,False,"Cirion owns three fiber pairs on the systems, while Sparkle owns one fiber. Only Cirion has capacity on the branch to Colombia.",https://www.ciriontechnologies.com,"Las Toninas, Argentina, Fortaleza, Brazil, Rio de Janeiro, Brazil, Santos, Brazil, Valparaíso, Chile, Buenaventura, Colombia, Colón, Panama, Fort Amador, Panama, Lurin, Peru, Puerto Viejo, Venezuela, St. Croix, Virgin Islands, Virgin Islands (U.S.)"
south-atlantic-cable-system-sacs,South Atlantic Cable System (SACS),Angola Cables,"6,165 km",2018 September,False,,https://www.angolacables.co.ao/,"Sangano, Angola, Fortaleza, Brazil"
