id,name,longitude,latitude
kaukura-french-polynesia,"Kaukura, French Polynesia",-146.6738422452723,-15.741389321160499
fakarava-french-polynesia,"Fakarava, French Polynesia",-145.6245632034352,-16.310313265214543
makemo-french-polynesia,"Makemo, French Polynesia",-143.86719140149896,-16.539560977104614
hitiaa-french-polynesia,"Hitia'a, French Polynesia",-149.3081207746325,-17.723318964508866
hiva-oa-french-polynesia,"Hiva Oa, French Polynesia",-139.02112549855988,-9.754675849911433
nelson-new-zealand,"Nelson, New Zealand",173.28395005547594,-41.2722550869257
minamiboso-japan,"Minamiboso, Japan",139.9609790000003,34.9740779999996
pangai-tonga,"Pangai, Tonga",-174.35026124305728,-19.81142785318058
neiafu-tonga,"Neiafu, Tonga",-173.98368505366702,-18.6476851110264
kekaha-hi-united-states,"Kekaha, HI, United States",-159.72420070177037,21.9703051762448
kawaihae-hi-united-states,"Kawaihae, HI, United States",-155.83123627078376,20.040296565242308
makena-hi-united-states,"Makena, HI, United States",-156.43999896208965,20.66359808291422
lahaina-hi-united-states,"Lahaina, HI, United States",-156.68449952130453,20.900903808232126
kaunakakai-hi-united-states,"Kaunakakai, HI, United States",-157.02388831896445,21.093332873862575
hawaii-kai-hi-united-states,"Hawaii Kai, HI, United States",-157.66889976388774,21.27199968597905
rst-norway,"Røst, Norway",12.070117249965712,67.50256025183084
bod-norway,"Bodø, Norway",14.400076793159448,67.28600571343614
golden-bay-malta,"Golden Bay, Malta",14.344455230051304,35.93869335743338
mgarr-ix-xini-malta,"Mgarr ix-Xini, Malta",14.271322957639894,36.02044571205089
grand-baie-rodrigues-mauritius,"Grand Baie (Rodrigues), Mauritius",63.44823384600894,-19.674345590458458
hao-french-polynesia,"Hao, French Polynesia",-140.9080889473968,-18.21576216824627
manado-indonesia,"Manado, Indonesia",124.83960982123124,1.490831387793467
ondong-siau-indonesia,"Ondong Siau, Indonesia",125.37295905277648,2.754597622785401
